"migration_id","content_type","destination","source_path","source_locator","reuse_state","disposition","label_or_artifact","notes"
"P-06-002","paragraph set","06_economic_implications.tex sharp bridge interpretation","journal/aor/sections/05_innovation_safe_compression.tex;journal/aor/CLAIM_BOUNDARY.md","sharp frontier-only relaxation loss;Mathematical boundaries","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:normalized-frontier-pruning-loss","Normalization and no-independence caveats preserved"
"P-06-003","paragraph set","06_economic_implications.tex capacity geometry","journal/aor/sections/05_innovation_safe_compression.tex;manuscript/sections/06_operational_generative_value.tex","capacity-constrained selection;Capacity shadow value","MIGRATED_CONDENSED","CONDENSE IN MAIN ARTICLE","thm:capacity-value","Attainment step geometry complementarity and nonconcavity retained"
"P-06-004","paragraph set","06_economic_implications.tex resource-price envelope","journal/aor/sections/05_innovation_safe_compression.tex","Penalized selection","MIGRATED_CONDENSED","CONDENSE IN MAIN ARTICLE","thm:penalized-envelope","Burden order retained; raw identity nesting excluded"
"P-06-005","routing statement","06_economic_implications.tex final paragraph","journal/aor/MATERIAL_MIGRATION_MAP.md;journal/aor/manuscript/online_resource/03_secondary_comparative_statics.tex","theorem and figure dispositions;whole online section","MIGRATED_PARAPHRASE","MOVE TO ONLINE RESOURCE","Online Resource 1","Elasticity occupation threshold persistence and interaction details routed online"
"P-07-001","paragraph set","07_computational_study.tex design","experiments/algorithmic_compression_v2/DESIGN.md;experiments/algorithmic_compression_v2/ANALYSIS_PLAN.md;experiments/algorithmic_compression_v2/REPORTING_RULES.md","whole documents","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","sec:computational-study","V2 only; v1 and pilot results excluded"
"P-07-002","paragraph set","07_computational_study.tex execution and audit","experiments/algorithmic_compression_v2/EXECUTION_RECORD.md;experiments/algorithmic_compression_v2/RESULT_AUDIT.md;journal/aor/reports/ALGORITHMIC_RESULTS.md","whole documents","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","sec:experiments","Dirty-launch provenance and eight-worker conditionality retained"
"P-07-003","paragraph set","07_computational_study.tex scaling and diagnostics","journal/aor/tables/computational_scaling.csv;journal/aor/tables/registered_model_diagnostics.csv;journal/aor/tables/registered_model_coefficients.csv","registered summaries and model rows","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-computational-scaling-compact","All displayed numbers generated by the Julia evidence-input builder"
"P-07-004","paragraph set","07_computational_study.tex heuristic quality","journal/aor/tables/heuristic_quality.csv;journal/aor/reports/ALGORITHMIC_RESULTS.md","registered quality rows;Primary heuristic-quality summaries","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-heuristic-quality-compact","Exact and MIP-reference families not pooled"
"P-07-005","paragraph set","07_computational_study.tex preprocessing and multistart","journal/aor/tables/preprocessing_summary.csv;journal/aor/tables/multistart_summary.csv","registered summaries","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-preprocessing-multistart","Rank-deficient adjusted preprocessing models disclosed"
"P-07-006","paragraph set","07_computational_study.tex adversarial and limitations","journal/aor/tables/adversarial_family.csv;journal/aor/tables/failure_statuses.csv;journal/aor/reports/ALGORITHMIC_RESULTS.md","gap rows;failure census;Limitations","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-adversarial-gap","No hidden failure or timeout row"
"P-08-001","paragraph set","08_financial_case_studies.tex protocols and timing","manuscript/sections/10_financial_compression_audit.tex;journal/aor/reports/FINANCIAL_ALGORITHM_PROTOCOL.md","whole section;whole protocol","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","sec:financial-case-studies","Terminal and annual decision timing and units remain separate"
"P-08-002","paragraph set","08_financial_case_studies.tex information firewall","journal/aor/CLAIM_BOUNDARY.md;journal/aor/reports/FINANCIAL_ALGORITHM_PROTOCOL.md","Financial boundary;Held-out information firewall","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","sec:financial-compression-audit","No held-out selection input and no raw licensed rows"
"P-08-003","paragraph set","08_financial_case_studies.tex algorithm comparison","journal/aor/reports/FINANCIAL_ALGORITHM_RESULTS.md;experiments/results/summaries/financial_algorithm_comparison_v1.csv","whole report;public aggregate rows","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-financial-instances;tab:aor-financial-algorithm-burdens","Every displayed number produced from audited public aggregates"
"P-08-004","paragraph set","08_financial_case_studies.tex weight robustness","experiments/financial_resource_optimization/WEIGHT_ROBUSTNESS_PROTOCOL.md;experiments/financial_resource_optimization/WEIGHT_ROBUSTNESS_RESULTS.md;experiments/results/summaries/financial_resource_optimization_weight_robustness_summary.csv","whole protocol;whole report;public aggregate rows","MIGRATED_GENERATED","KEEP IN MAIN ARTICLE","tab:aor-financial-robustness","Prior-outcome disclosure and empty-residual evidence class preserved"
"P-08-005","paragraph set","08_financial_case_studies.tex implications and limits","DATA_ACCESS.md;journal/aor/CLAIM_BOUNDARY.md","licensed-data boundary;Financial nonclaims","MIGRATED_PARAPHRASE","KEEP IN MAIN ARTICLE","fig:financial-safe-compression","No causal forecasting alpha or deployable-performance claim"
"P-09-001","paragraph set","09_conclusion.tex","journal/aor/CONTRIBUTION_SPEC.md;journal/aor/CLAIM_BOUNDARY.md;THEOREM_LEDGER.md;journal/aor/reports/ALGORITHMIC_RESULTS.md;experiments/financial_resource_optimization/WEIGHT_ROBUSTNESS_RESULTS.md","contribution hierarchy;evidence boundaries;established results","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","sec:conclusion","No new theorem experiment or number introduced"
"P-APP-A-001","paragraph","appendices/a_proofs_and_assumptions.tex scaffold summary","journal/aor/MANUSCRIPT_ARCHITECTURE.md;THEOREM_LEDGER.md","Online Resource architecture;AoOR theory and algorithm evidence audit","SCAFFOLD_PARAPHRASE","CONDENSE IN MAIN ARTICLE","app:aor-proofs-assumptions","Proof and assumption roadmap only"
"P-APP-A-002","paragraph","appendices/a_proofs_and_assumptions.tex migration placeholder","journal/aor/MATERIAL_MIGRATION_MAP.md","Existing mathematical results;Migration order","SCAFFOLD_PARAPHRASE","MOVE TO ONLINE RESOURCE","app:aor-proofs-assumptions","No proof copied into scaffold"
"P-APP-B-001","paragraph","appendices/b_algorithm_certificates.tex scaffold summary","journal/aor/CLAIM_BOUNDARY.md;journal/aor/reports/EXACTNESS_AUDIT_PROTOCOL.md","Exact algorithm-output certificate;whole protocol","SCAFFOLD_PARAPHRASE","CONDENSE IN MAIN ARTICLE","app:aor-algorithm-certificates","Certificate roadmap only"
"P-APP-B-002","paragraph","appendices/b_algorithm_certificates.tex migration placeholder","journal/aor/MANUSCRIPT_ARCHITECTURE.md","Online Resource architecture","SCAFFOLD_PARAPHRASE","MOVE TO ONLINE RESOURCE","app:aor-algorithm-certificates","No trace log or result row copied"
"P-APP-C-001","paragraph","appendices/c_evidence_and_reproducibility.tex scaffold summary","journal/aor/CLAIM_BOUNDARY.md;THEOREM_LEDGER.md","Evidence classes;AoOR evidence audit","SCAFFOLD_PARAPHRASE","CONDENSE IN MAIN ARTICLE","app:aor-evidence-reproducibility","Evidence classes remain noninterchangeable"
"P-APP-C-002","paragraph","appendices/c_evidence_and_reproducibility.tex migration placeholder","manuscript/online_supplement/lean_correspondence.tex;REPRODUCIBILITY.md","whole correspondence;formal audit","SCAFFOLD_PARAPHRASE","MOVE TO ONLINE RESOURCE","app:aor-evidence-reproducibility","No formal status upgraded"
"P-SUPP-001","paragraph","main.tex Supplementary information","journal/aor/MANUSCRIPT_ARCHITECTURE.md;journal/aor/requirements/OFFICIAL_REQUIREMENTS.md","Online Resource architecture;Supplementary Information","SCAFFOLD_PARAPHRASE","KEEP IN MAIN ARTICLE","Online Resource 1","Final filenames captions and metadata remain DRAFT"
"OR-S1-001","paragraph set","online_resource/01_probability_normalization.tex","manuscript/appendices/a_additional_formal_definitions.tex;manuscript/sections/03_model.tex","probability tables;admission law;joint completion law;compressed pushforward","MIGRATED_CONDENSED","MOVE TO ONLINE RESOURCE","or:aor-probability-normalization","Exact rational normalization and pushforward identities; no duplicate theorem"
"OR-S3-001","paragraph set","online_resource/03_secondary_comparative_statics.tex","manuscript/appendices/c_comparative_statics.tex","bridge-margin sensitivity;channel decomposition;fixed-exposure duration;switch conventions","MIGRATED_CONDENSED","MOVE TO ONLINE RESOURCE","or:aor-secondary-comparative-statics","Secondary results are not used by Sections 4--5"
"OR-TB-001","table","online_resource/tables/unified_canonical_resource_channel_elasticities.tex","manuscript/tables/unified_canonical_resource_channel_elasticities.tex","whole generated table","EXACT_GENERATED_COPY","MOVE TO ONLINE RESOURCE","tab:or-canonical-channel-elasticities","Generated by julia/scripts/run_unified_resource_benchmark.jl; exact rational entries"
"D-001","declaration","main.tex Data availability","DATA_ACCESS.md;journal/aor/requirements/OFFICIAL_REQUIREMENTS.md","licensed-data boundary;Data availability","SCAFFOLD_PARAPHRASE","KEEP IN MAIN ARTICLE","Data availability","No licensed row accessed or exposed"
"D-002","declaration","main.tex Code availability","REPRODUCIBILITY.md;journal/aor/requirements/OFFICIAL_REQUIREMENTS.md","Julia and Lean environment;Code availability","SCAFFOLD_PARAPHRASE","KEEP IN MAIN ARTICLE","Code availability","Release identifiers remain DRAFT"
"D-003","declaration","author_metadata.tex author identity affiliation and personal declarations","author confirmation 2026-08-27;journal/aor/requirements/MANUAL_VERIFICATION_NEEDED.md","sole and corresponding author;Independent Researcher;Orlando FL USA;A1-A8","PARTLY_AUTHOR_CONFIRMED","KEEP IN MAIN ARTICLE","Author;Affiliation;Funding;Competing interests;Author contributions;Acknowledgements;AI;Preprint","Identity and affiliation are author-confirmed; remaining personal declarations stay DRAFT"
"D-004","declaration","main.tex ethics and consent declarations","journal/aor/main.tex;journal/aor/requirements/OFFICIAL_REQUIREMENTS.md","Ethics approval;Consent for publication;Statements and declarations","SCAFFOLD_PARAPHRASE","KEEP IN MAIN ARTICLE","Ethics approval;Consent for publication","Not applicable statement retained from current journal overlay"
"T-03-001","theorem","03_model_projection.tex","manuscript/sections/03_model.tex;THEOREM_LEDGER.md","thm:raw-to-compressed-projection;T1","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:raw-to-compressed-projection","Complete assumption environment and proof sketch; long proof online"
"T-04-001","theorem","04_cover_complexity.tex","manuscript/sections/04_dynamic_innovation_equivalence.tex;THEOREM_LEDGER.md","thm:minimum-safe-compression;OPT-FND","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:minimum-safe-compression","Source-relative minimum and productive preservation"
"T-04-002","theorem","04_cover_complexity.tex","manuscript/sections/04_dynamic_innovation_equivalence.tex;THEOREM_LEDGER.md","thm:raw-frontier-closure-characterization;T2","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:raw-frontier-closure-characterization;thm:unified-safe-deletion","Alias instantiated in same theorem"
"T-04-003","theorem","04_cover_complexity.tex","journal/aor/manuscript/04_tagged_cover_equivalence.tex;THEOREM_LEDGER.md","thm:aor-tagged-cover-equivalence;SC-TAG","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:aor-tagged-cover-equivalence","Encoded core Lean verified; composite presentation human proof"
"T-04-004","theorem","04_cover_complexity.tex","journal/aor/manuscript/05_identity_closure_complexity.tex;THEOREM_LEDGER.md","thm:aor-safe-compression-complexity;SC-COMP","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:aor-safe-compression-complexity","Human proof only; not Lean verified"
"T-04-005","proposition set","04_cover_complexity.tex","journal/aor/reports/PREPROCESSING_THEORY.md;THEOREM_LEDGER.md","P1-P7;SC-PRE","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","prop:aor-preprocessing-feasibility-core","Full suite human proof; selected feasibility cores Lean verified"
"T-05-001","proposition","05_algorithms.tex","journal/aor/manuscript/07_exact_requirement_mask_algorithms.tex;THEOREM_LEDGER.md","prop:aor-complete-enumeration;SC-DP","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","prop:aor-complete-enumeration","Small-instance exact oracle"
"T-05-002","theorem","05_algorithms.tex","journal/aor/manuscript/07_exact_requirement_mask_algorithms.tex;THEOREM_LEDGER.md","thm:aor-requirement-mask-dp;SC-DP","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:aor-requirement-mask-dp","Human proof and Julia tested; supporting mask identity only in Lean"
"T-05-003","theorem","05_algorithms.tex","journal/aor/manuscript/08_weighted_greedy_construction.tex;THEOREM_LEDGER.md","thm:aor-weighted-greedy;SC-GREEDY","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:aor-weighted-greedy","Transferred theorem; classical approximation theorem not formalized"
"T-05-004","proposition","05_algorithms.tex","journal/aor/manuscript/09_certified_deletion_suite.tex;THEOREM_LEDGER.md","prop:aor-certified-deletion-endpoint;SC-DEL-SUITE","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","prop:aor-certified-deletion-endpoint","Feasibility and irreducibility separated from approximation"
"T-05-005","theorem","05_algorithms.tex","journal/aor/manuscript/06_safe_deletion_gap_family.tex;THEOREM_LEDGER.md","thm:aor-heaviest-safe-first-gap;SC-GAP","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:aor-heaviest-safe-first-gap","Universal theorem human proof only; named-rule boundary"
"T-06-001","proposition","06_economic_implications.tex","manuscript/sections/06_operational_generative_value.tex;THEOREM_LEDGER.md","thm:value-decomposition;T5","MIGRATED_CONDENSED","CONDENSE IN MAIN ARTICLE","thm:value-decomposition","Accounting identity and silence consequences; long proof online"
"T-06-002","theorem","06_economic_implications.tex","journal/aor/sections/05_innovation_safe_compression.tex;THEOREM_LEDGER.md","thm:normalized-frontier-pruning-loss;T4","MIGRATED_CONDENSED","KEEP IN MAIN ARTICLE","thm:normalized-frontier-pruning-loss","Sharp normalized bridge statement with scaling boundary"
"T-06-003","theorem","06_economic_implications.tex","journal/aor/sections/05_innovation_safe_compression.tex;THEOREM_LEDGER.md","thm:capacity-value;CAP","MIGRATED_CONDENSED","CONDENSE IN MAIN ARTICLE","thm:capacity-value","Detailed proof and extended paths online"
"T-06-004","theorem","06_economic_implications.tex","journal/aor/sections/05_innovation_safe_compression.tex;THEOREM_LEDGER.md","thm:penalized-envelope;PEN-core","MIGRATED_CONDENSED","CONDENSE IN MAIN ARTICLE","thm:penalized-envelope","Detailed proof and breakpoint records online"
"PR-001","proof","03_model_projection.tex and Online Resource 1","manuscript/appendices/a_additional_formal_definitions.tex","lem:frontier-closure-calculus and projection support","MIGRATED_SPLIT","MOVE LONG PROOF TO ONLINE RESOURCE","thm:raw-to-compressed-projection","Main proof sketch only; normalization and complete proof online"
"PR-002","proof","appendices/a_proofs_and_assumptions.tex or Online Resource 1","manuscript/appendices/b_optimization_proofs.tex","app:safe-optimization-proof","PLANNED_MIGRATION","MOVE TO ONLINE RESOURCE","thm:minimum-safe-compression","No proof copied into scaffold"
"PR-003","proof","04_cover_complexity.tex and Online Resource 1","journal/aor/manuscript/04_tagged_cover_equivalence.tex","Proof following thm:aor-tagged-cover-equivalence","MIGRATED_SPLIT","CONDENSE IN MAIN ARTICLE","thm:aor-tagged-cover-equivalence","Concise complete implication proof in main; examples online"
"PR-004","proof","04_cover_complexity.tex and Online Resource 1","journal/aor/manuscript/05_identity_closure_complexity.tex","Proof and Reduction audit","MIGRATED_SPLIT","MOVE LONG PROOF TO ONLINE RESOURCE","thm:aor-safe-compression-complexity","Main proof sketch; complete reduction audit online"
"PR-005","proof","05_algorithms.tex and Online Resource 1","journal/aor/manuscript/07_exact_requirement_mask_algorithms.tex","Proofs following algorithm propositions","MIGRATED_SPLIT","MOVE LONG PROOF TO ONLINE RESOURCE","prop:aor-complete-enumeration;thm:aor-requirement-mask-dp","Main proofs concise; full recurrence reconstruction proof online"
"PR-006","proof","05_algorithms.tex and Online Resource 1","journal/aor/manuscript/08_weighted_greedy_construction.tex","Proof following thm:aor-weighted-greedy","MIGRATED_SPLIT","MOVE LONG PROOF TO ONLINE RESOURCE","thm:aor-weighted-greedy","Transfer proof condensed; Chvatal theorem not re-proved"
"PR-007","proof","05_algorithms.tex and Online Resource 1","journal/aor/manuscript/06_safe_deletion_gap_family.tex","Proof following thm:aor-heaviest-safe-first-gap","MIGRATED_SPLIT","CONDENSE IN MAIN ARTICLE","thm:aor-heaviest-safe-first-gap","Main mechanism proof retained; finite fixture detail online"
"TB-001","table","05_algorithms.tex","journal/aor/tables/algorithm_guarantees.tex","generated table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-algorithm-guarantees","Machine source journal/aor/tables/algorithm_guarantees.csv"
"TB-002","table","Online Resource 1","journal/aor/tables/exact_method_agreement.tex","generated table","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","exact_method_agreement","Complete instance rows remain available; main reports generated audit counts"
"TB-003","table","07_computational_study.tex","journal/aor/manuscript/tables/computational_scaling_compact.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-computational-scaling-compact","Machine source journal/aor/tables/computational_scaling.csv"
"TB-004","table","07_computational_study.tex","journal/aor/manuscript/tables/heuristic_quality_compact.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-heuristic-quality-compact","Machine source journal/aor/tables/heuristic_quality.csv"
"TB-005","table","07_computational_study.tex","journal/aor/manuscript/tables/adversarial_gap_compact.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-adversarial-gap","Machine source journal/aor/tables/adversarial_family.csv"
"TB-006","table","08_financial_case_studies.tex","journal/aor/manuscript/tables/financial_instance_summary.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-financial-instances","Machine source audited public financial algorithm aggregate"
"TB-007","table","07_computational_study.tex","journal/aor/manuscript/tables/preprocessing_multistart_compact.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-preprocessing-multistart","Machine sources registered preprocessing and multistart summaries"
"TB-008","table","08_financial_case_studies.tex","journal/aor/manuscript/tables/financial_algorithm_burdens.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-financial-algorithm-burdens","Machine source audited public weight-robustness aggregate"
"TB-009","table","08_financial_case_studies.tex","journal/aor/manuscript/tables/financial_robustness_summary.tex","Julia-generated compact table","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","tab:aor-financial-robustness","Exact rational values from audited public weight-robustness aggregate"
"FG-001","figure","01_introduction.tex","manuscript/figures/innovation_safe_bridge.tex","whole generated TikZ input","PLANNED_MIGRATION","KEEP IN MAIN ARTICLE","fig:innovation-safe-bridge","Exact fixture values remain generated inputs"
"FG-002","figure","06_economic_implications.tex","manuscript/figures/unified_economic_geometry.tex","whole generated TikZ input","INPUT_ACTIVE","CONDENSE IN MAIN ARTICLE","fig:canonical-economic-geometry","Single compact capacity and price composite"
"FG-003","figure","Online Resource 1","journal/aor/figures/performance_profile.svg","generated SVG","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","performance_profile","Machine source journal/aor/tables/figure_performance_profile_data.csv"
"FG-004","figure","Online Resource 1","journal/aor/figures/runtime_vs_size.svg","generated SVG","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","runtime_vs_size","Machine source journal/aor/tables/figure_runtime_vs_size_data.csv"
"FG-005","figure","Online Resource 1","journal/aor/figures/heuristic_gap_heatmap.svg","generated SVG","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","heuristic_gap_heatmap","Machine source journal/aor/tables/figure_heuristic_gap_heatmap_data.csv"
"FG-006","figure","Online Resource 1","journal/aor/figures/preprocessing_reduction.svg","generated SVG","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","preprocessing_reduction","Machine source journal/aor/tables/figure_preprocessing_reduction_data.csv"
"FG-007","figure","Online Resource 1","journal/aor/figures/multistart_improvement.svg","generated SVG","ROUTED_ONLINE","MOVE TO ONLINE RESOURCE","multistart_improvement","Machine source journal/aor/tables/figure_multistart_improvement_data.csv"
"FG-008","figure","08_financial_case_studies.tex","manuscript/figures/financial_innovation_safe_compression.tex","whole generated TikZ input","INPUT_ACTIVE","KEEP IN MAIN ARTICLE","fig:financial-safe-compression","Generated public-safe aggregate figure; terminal and annual units separate"
"BIB-001","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","Karp1972 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","Karp1972","Verified primary source metadata"
"BIB-002","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","Chvatal1979 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","Chvatal1979","Verified primary source metadata and approximation assumptions"
"BIB-003","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","SmallwoodSondik1973 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","SmallwoodSondik1973","Verified primary source metadata and proposition support"
"BIB-004","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","Sondik1978 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","Sondik1978","Verified primary source metadata and proposition support"
"BIB-005","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","White1976 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","White1976","Verified primary source metadata and proposition support"
"BIB-006","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","LiNystromOlofsson2015 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","LiNystromOlofsson2015","Verified primary source metadata and proposition support"
"BIB-007","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","DaiZhangZhu2010 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","DaiZhangZhu2010","Verified primary source metadata and proposition support"
"BIB-008","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv;manuscript/bibliography/references.bib","CassandraLittmanZhang1997 row and address","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","CassandraLittmanZhang1997","Verified proceedings metadata and stable primary copy"
"BIB-009","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","GivanDeanGreig2003 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","GivanDeanGreig2003","Verified primary source metadata and proposition support"
"BIB-010","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","DeyEtAl2012 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","DeyEtAl2012","Closest verified static control-library comparator"
"BIB-011","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv;manuscript/bibliography/references.bib","MuttiDelColRestelli2022 row and address","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","MuttiDelColRestelli2022","Closest verified reward-free policy compression comparator"
"BIB-012","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","XuEtAl2026GenerativeActions entry;Xu et al. audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","XuEtAl2026GenerativeActions","Accepted-conference comparator with stable official and arXiv identifiers"
"BIB-013","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","NemhauserWolseyFisher1978 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","NemhauserWolseyFisher1978","Verified maximum-coverage/submodular-maximization distinction"
"BIB-014","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","Wolsey1982 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","Wolsey1982","Verified submodular-cover assumptions"
"BIB-015","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","GolovinKrause2011 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","GolovinKrause2011","Verified adaptive-submodularity assumptions"
"BIB-016","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","Weitzman1979 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","Weitzman1979","Verified primary source metadata; contextual use only"
"BIB-017","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","BakerEtAl1976 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","BakerEtAl1976","Verified primary source metadata; contextual use only"
"BIB-018","bibliography entry","bibliography/references.bib","journal/aor/reports/CITATION_CANDIDATES.bib;journal/aor/reports/RELATED_WORK_MATRIX.csv","RussellWefald1991 row","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","RussellWefald1991","Verified primary source metadata; contextual use only"
"BIB-019","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","BowersEtAl2023 entry;maintained-library audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","BowersEtAl2023","Published library-learning antecedent with DOI"
"BIB-020","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","TanEtAl2026SkillZipGraph entry;SkillZip graph audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","TanEtAl2026SkillZipGraph","Stable arXiv preprint; status stated explicitly"
"BIB-021","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","BaiEtAl2026SkillZipMDL entry;SkillZip MDL audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","BaiEtAl2026SkillZipMDL","Stable arXiv preprint; status stated explicitly"
"BIB-022","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","ShenEtAl2026SkillFoundry entry;SkillFoundry audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","ShenEtAl2026SkillFoundry","Stable arXiv preprint; status stated explicitly"
"BIB-023","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","PuSongZhao2026SkillOps entry;SkillOps audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","PuSongZhao2026SkillOps","Stable arXiv preprint; status stated explicitly"
"BIB-024","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","ShiYuanLiu2026PSN entry;Programmatic Skill Networks audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","ShiYuanLiu2026PSN","Stable arXiv preprint; status stated explicitly"
"BIB-025","bibliography entry","bibliography/references.bib","manuscript/bibliography/references.bib;manuscript/online_supplement/literature_novelty_audit.tex","AllenKarjalainen1999 entry;automated-finance audit","EXACT_METADATA_COPY","KEEP IN MAIN ARTICLE","AllenKarjalainen1999","Published automated-strategy antecedent with DOI"
