instance_id,mechanism,scale,mechanism_parameter,algorithm,algorithm_id,status,reference_class,reference_burden,observed_burden,observed_burden_ratio,theoretical_ratio_if_applicable,evidence_class,record_path,record_sha256
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Heaviest safe first,heaviest_safe_first,SOLVED,EXACT_FINITE,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/heaviest_safe_first__mandatory_only.toml,70284c4fdfd9f2b1bfc67db9fcf6e3e268e00133bba9eaf4d5749c8cad618c2e
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Lightest safe first,lightest_safe_first,SOLVED,EXACT_FINITE,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/lightest_safe_first__mandatory_only.toml,0bba759ffdcf987a00540e0247584147c76fe146d13ea39583c50c0056897ede
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Maximum immediate release,maximum_immediate_burden_release,SOLVED,EXACT_FINITE,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/maximum_immediate_burden_release__mandatory_only.toml,1689e94fec1204a41df883ca2c0c774da6c4af9305e8b2f20d0dfd6a171978aa
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,EXACT_FINITE,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/minimum_unique_carrier_exposure__mandatory_only.toml,9706837d7659258b0e17c3570d6b369b6f7b5e4e4d1344c31560b593a5e6d76b
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Declared source order,declared_source_order,SOLVED,EXACT_FINITE,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/declared_source_order__mandatory_only.toml,43f1569c2864aad297e12389402b8e92c1babd7637c56eb61565472bf1d0fa70
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,Random-order deletion,random_order_rechecked_deletion,SOLVED,EXACT_FINITE,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/random_order_rechecked_deletion__mandatory_only.toml,4bd1c5d6254b5c4fa8ab2e98ae965c990b9fc495e2b178a06237c4a1f4cb3a60
V2-C-M03-S01,dense_duplicate_coverage,small,duplicates=8;modules=4,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,EXACT_FINITE,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,cb13a0451478eb705e20af235f844c2f15ac66ac2c6f74efa994cd2f81f8638e
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/weighted_greedy__mandatory_only.toml,785358326ecc3e5bcf5862dd781327d9cc65f508deebe05b4315f209ac302a7c
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/cardinality_greedy__mandatory_only.toml,17f1454a51fc474bb5858ad30967474f61f99cbbb07f8461377c424e3f16f1ac
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/weighted_greedy_reverse_delete__mandatory_only.toml,3c00d47244db2c85d5d1f746a3e0988824100a1dce663f3be0c2491a64bfd931
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/heaviest_safe_first__mandatory_only.toml,ba1b3b6401e6b1764d28b2150fe14556c03b27cd305b662976b745fcbf7d9f90
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/lightest_safe_first__mandatory_only.toml,26300835710b88b6224bc3e6201ad4398c1715def5c63affbe51aab6ced58fc8
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/maximum_immediate_burden_release__mandatory_only.toml,d1918320ad63d4dcbe97d92a374bc5e700af4aa63dc5d404141cfcab1d248a3b
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/minimum_unique_carrier_exposure__mandatory_only.toml,60247b65f8432b418aade62fb7b446e10a670148b635edf9a72b4956f1cd2770
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/declared_source_order__mandatory_only.toml,4a31adf05342f0e2ff8e20feccb45164ddba17b710610e1ba236f696f92a13e1
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/random_order_rechecked_deletion__mandatory_only.toml,42d1ffb0dc57c68d4f1c2f3d63f458723784a795868614a425f7b73564c71297
V2-C-M03-S02,dense_duplicate_coverage,medium,duplicates=32;modules=16,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,64d00d1d4a87e3e0f33e888364f6913e0a04c7dcb7dec644e57228fc121551ac
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/weighted_greedy__mandatory_only.toml,9d99d2299701426032f92181e12eca22a3fbb1810e0dbb66b0238359b2c59125
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/cardinality_greedy__mandatory_only.toml,c2b0705ce173f5c25d6a3047247db1c07103c60ddedd060a8d1d85461974fdd2
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/weighted_greedy_reverse_delete__mandatory_only.toml,022982d0e5074fc435fe1746c197db8a2aecacc8ecbc3db5c462ac99f9e254a5
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/heaviest_safe_first__mandatory_only.toml,815276c282aadb12d12bea83c820d97d62061a1396b7e7f020467d3186907bff
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,2//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/lightest_safe_first__mandatory_only.toml,29f9fa20186e5bd6a60c0e579bdbd1f95935fa58e14582b1f36fd610fad1c2ee
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/maximum_immediate_burden_release__mandatory_only.toml,9206bfc0b2cb3d9f36831f9d1ace10a4b80ee6cf2f690420254e58986dd3d457
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/minimum_unique_carrier_exposure__mandatory_only.toml,230b80cc96bd52d3da2ef84dbaee9aac7782c5f330d8e3dd16893d50689bec54
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/declared_source_order__mandatory_only.toml,d1e9579e303cc70272d4d7bf47a6be16e9dae0a09dbccb6bcb703c09e9e8f05d
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/random_order_rechecked_deletion__mandatory_only.toml,1768766331a9e701ad5bde4579f88cd45e57f7255baa3ed509435571de9c13f4
V2-C-M03-S03,dense_duplicate_coverage,large,duplicates=128;modules=32,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,1//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,6ee2c723d059ab5ee0b73144a13df471234a9cb08c4e4d1f7648814e64eb0f13
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Weighted greedy,weighted_greedy,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/weighted_greedy__mandatory_only.toml,cb2279f77cf7fb29c1091e0295bbea9172ffb69d523f056e91824b9c34d649a9
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Cardinality greedy,cardinality_greedy,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/cardinality_greedy__mandatory_only.toml,ae998e310da31a3293464ade2b48df3414d7e307ad525f298f2bb51fa8c8602d
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/weighted_greedy_reverse_delete__mandatory_only.toml,d223cf7cbd2708f7ae9441b655351a700e2f5d96c8f8c74b7b9515db01d29f38
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Heaviest safe first,heaviest_safe_first,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/heaviest_safe_first__mandatory_only.toml,c59f113ed338882e79b05e6b3350b4e41ff8a60a6c6c5dc1ce05bbc9a74d1c16
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Lightest safe first,lightest_safe_first,SOLVED,EXACT_FINITE,2//1,8//1,4//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/lightest_safe_first__mandatory_only.toml,5516aaa73ee0995234507238a74fa1ee67bdafa2af802011fc000d4538af081b
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Maximum immediate release,maximum_immediate_burden_release,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/maximum_immediate_burden_release__mandatory_only.toml,f22319a4b5cf5f449c711c0eff056e48bdbd3499d988d1bf03d78bffd74f801e
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/minimum_unique_carrier_exposure__mandatory_only.toml,8d302e03250cdf3a27d5923e93b32bf7fc70f696866f6f20a24a0f2d5e899b5e
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Declared source order,declared_source_order,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/declared_source_order__mandatory_only.toml,b2503af0a4395ca91d0a5f116f76d8944ba0817364d884e062964e5cbe1ad8e4
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,Random-order deletion,random_order_rechecked_deletion,SOLVED,EXACT_FINITE,2//1,5//1,5//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/random_order_rechecked_deletion__mandatory_only.toml,13844fe470795282ca20c61c1ac65078200be17e4574c73482083a8ceb78e1bd
V2-C-M04-S01,dominance_heavy,small,base_dimension=4,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,9050556e782db895202d0fc24a44b3f1e8143168d03dc63397be1fc67b11d0ac
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,7//1,7//6,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/weighted_greedy__mandatory_only.toml,51c8ed01ee82b21cfa9241c5a2a426f797eef45909e55b9b8f2ad3a835ded7d8
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,9//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/cardinality_greedy__mandatory_only.toml,273e69d1b1cac06069f546ea0626469089b81c91ec90120d3d54d9bf9820fda7
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,7//1,7//6,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/weighted_greedy_reverse_delete__mandatory_only.toml,fb42c6f8dabcb421d48e989656aa347cab540342ff98dcd4747caf3dfc010637
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,7//1,7//6,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/heaviest_safe_first__mandatory_only.toml,ff7fd80017db05adbeb299d377d378f7cd60565c41b7c77034d462a59cab2d2a
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,24//1,4//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/lightest_safe_first__mandatory_only.toml,f3ec430e7851afdb0991b054c9ca2f674fd7eab710b62ad185b0bb8864097768
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,7//1,7//6,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/maximum_immediate_burden_release__mandatory_only.toml,d3e8cdd18d085121b26e446495f2b37496aa8671d5a106533147040486c7d55f
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,7//1,7//6,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/minimum_unique_carrier_exposure__mandatory_only.toml,8d04248940757b6b7c659c0bd29c3e2ca93512d92605d05ab8890f3a09e5f90d
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,12//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/declared_source_order__mandatory_only.toml,678d14414e540c894867687b46f9393a529560226bc01f583be0859f28803d9d
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,10//1,5//3,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/random_order_rechecked_deletion__mandatory_only.toml,2fcde867ec2a27536f913c83076872c41be5fb390bd67d628b842c6ff2f3ba08
V2-C-M04-S02,dominance_heavy,medium,base_dimension=12,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,6//1,6//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d804d2429ddef4f044952e6168cad2655eea636d2866cfcb08081fdb5df59a19
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,18//1,9//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/weighted_greedy__mandatory_only.toml,3da05a568657194224b45537e65c2797aabe234e6ee4f2a9e441929b5165018a
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,19//1,19//16,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/cardinality_greedy__mandatory_only.toml,f047fed9e03a9a4061f7fea18605fbab4e2c8a476b13a3d93a54c352b7e524eb
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,18//1,9//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/weighted_greedy_reverse_delete__mandatory_only.toml,250219e0f81785126ecd1d1ef377c939f6e0e075c1181dfa8c32d331c3336620
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,18//1,9//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/heaviest_safe_first__mandatory_only.toml,41ed3a5d4555385271a658ebe802eb26238721887434eb69ce0ca68c0119777a
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,64//1,4//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/lightest_safe_first__mandatory_only.toml,8e74375128ceb6d54aab9a3dc831e6e4d0b905dc6a7fae1bec579c86259fc00d
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,18//1,9//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/maximum_immediate_burden_release__mandatory_only.toml,a496873f23c04932e8493b75fba4000b991faa93347293d764a397b7ff7f4a55
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,18//1,9//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/minimum_unique_carrier_exposure__mandatory_only.toml,eaf04816191243309b06b9f4c232295f3689280edc00923710b173cc761e5a77
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,27//1,27//16,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/declared_source_order__mandatory_only.toml,47eb0fd6d87cdae3995ea28e4cf965ae877846fd0b292d26240ed98d3852ef93
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,32//1,2//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/random_order_rechecked_deletion__mandatory_only.toml,69cc22463f25edbce986b70d8c4a2508369684dcf64971c923ed65eb1926215f
V2-C-M04-S03,dominance_heavy,large,base_dimension=32,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,16//1,22//1,11//8,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,a1dcaa25c1f83c25bcfffe5021dd6553fbb2ebe9a117848dbc0c1ae39f69dae0
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Weighted greedy,weighted_greedy,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/weighted_greedy__mandatory_only.toml,3d840b7f51531e44aea8740d4cbaf26079541779cb30d0836353c81b81bf1bf9
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Cardinality greedy,cardinality_greedy,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/cardinality_greedy__mandatory_only.toml,ae5a4f781b97be06d264beae723755d5e3522dd459cebfcb8ca03c68378d90f2
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/weighted_greedy_reverse_delete__mandatory_only.toml,53af2bc9cd152fd1d8c22019ddcc1c6947daf6c8b657281f55a81cd1fd007ba9
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Heaviest safe first,heaviest_safe_first,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/heaviest_safe_first__mandatory_only.toml,f22cca1028c847f6284b3625ae9302f7c1f7dabd52b070784ea97f00bc1c06a7
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Lightest safe first,lightest_safe_first,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/lightest_safe_first__mandatory_only.toml,f9ac0d2bc9940b2b6a3049771f2fdb75e9f84fc105b7a345d1e5512fb6fda542
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Maximum immediate release,maximum_immediate_burden_release,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/maximum_immediate_burden_release__mandatory_only.toml,79d12a88686e47cb614adbf3f51199631b2a5b50aac61915c79334a2882832b9
